text,class_label
seriusan yg tadi itu gempa kan tapi serumah cuma aku yg berasa masak,eyewitness
jog gempa euy,eyewitness
saya merasakan saya kira badan saya yang liyud ternyata gempa,eyewitness
kirain lagi pusing tadi ternyata emang gempa,eyewitness
oke rekor selama di kos yang baru gw udh x ngerasain gempa x pas siang bolong x pas malem,eyewitness
woo tak kirain aku lg liyut ngantuk jebul gempa,eyewitness
gempa dik,eyewitness
nah kan beneran gempa kirain halu,eyewitness
kukira kursi ku yg geser eh ternyata gempa,eyewitness
gempa lagi,eyewitness
ada gempa kiki son usil banget sih astaga aku tau aku pendosa tapi bukan brarti bencana timbul karna kelakuanku ya,eyewitness
aku kira vertigo aku kambuh ternyata gempa ya,eyewitness
tanyarl daerah bantul jogja dan sekitarny ngerasa gempa g si ko gue ngerasa lg tdrn goyang gt ranjang gue,eyewitness
nah bener pantes liyut beberapa detik tadi nyari info yg gempa di mana lagi ini koq sampai kerasa di jogja,eyewitness
kannn lagi diskusi tiba tiba teriak gempa auto panikk,eyewitness
anjir napa goyang goyang dah gempa ya,eyewitness
jatim gempa ka,eyewitness
beneran ternyata gempa stay safe everyone,eyewitness
mak uwe selalu panik kalau gempa ayah uwee teriak manggil uwe yg dikamar tapi dia tetep terdiam duduk anteng di kursinya sedangkan uwe lari an keluar rumah sama mak uwe,eyewitness
gempa ya allah kaget aku,eyewitness
ya allah pas abis ngomongin gempa sukabumi trs gempa,eyewitness
ternyata beneran gempa,eyewitness
kirain cuma perasaan guaa ternyata emang gempa baru rebahan kerasaa bgg,eyewitness
iyaaaaaa kan makanya aku di dalem mobil kok kaya ngrasa aneh tp sekitar ku tampak tenang aja hahahha ternyata bener ya gempa ya barusan nit,eyewitness
ajg gempa,eyewitness
ada gempa tapi aku lagi rebahan trus ngomong dalem ati kalo gak kenceng gak bangun eh ga kenceng,eyewitness
gempa gede pas lg pipis tu rasanya takut bgt ngecer,eyewitness
gempa ya allah di lantai dong we,eyewitness
yassss beneran gempa terasa banget di jogjaaaaa,eyewitness
beneran gempa kerasa sampe jogja,eyewitness
gempa beneran ternyata,eyewitness
dimanapun gempa nya geternya selalu sampe wonosobo,eyewitness
gempa barusan wil jogja timur gempa,eyewitness
ku pikir halu ternyata gempa beneran skajskaja,eyewitness
ku kira aku yang lagi linglung ternyata beneran gempa ya walaupun ga begitu kuat terasa stay safe,eyewitness
aku kroso tak kiro aku ngelih jebul gempa tenan,eyewitness
gempa kali ini lumayan,eyewitness
yang barusan bilang gw halu karena ngrasain gempa,eyewitness
sumpah lagi kerja kelompok trs tiba goyang kenceng bgt masih deg degan nyampe sekarang gempa,eyewitness
gue pikir efek pusing sendiri di kamar ternyata gempa njirrr,eyewitness
beneran gempa,eyewitness
wah beneran gempa,eyewitness
padahal gempa mayan kenceng tp anak kelas cuma kek oh iya gempa udh gitu doang santai bet manusya manusya ini wkwkwk,eyewitness
sampe jogja lagi tiduran enak tau tau gempa,eyewitness
kaget banget barusan gempa ku kira aku halu atau emg efek lg pusing ternyata emg beneran gempa,eyewitness
sedang berada di klas tb tb gempa temen temen w pnik semwa anjir gw malah ketawa,eyewitness
wkwkwk iya betul abs gempa,eyewitness
min ada gempa kah kerasa walau detik,eyewitness
oke beneran gempa ternyata,eyewitness
ada gempa ya td aku kerasa,eyewitness
masjid kampus lantai paling atas tiba mak liyuudd gempa agak degdegan jg ternyata diatas lebih kerasaa,eyewitness
jogja barusan gempa,eyewitness
gua lg maem batagor dikelas lantai pula gempa tbtb yaallah takut,eyewitness
kenapa sih ada gempa pake mikir dulu kenapa kasur goyang goyang,eyewitness
anj gempa,eyewitness
barusan kerasa gempa di jogja,eyewitness
gempa beneran ternyata kirain halu,eyewitness
ku pikir nggliyeng pusing ternyata memang gempa,eyewitness
sewon gempa,eyewitness
iyaa baru bnyk gempa nih,eyewitness
jogja gempa kek di ninabobokin angller tapi bikin mak deg deg,eyewitness
anjir gempa,eyewitness
lagi di lt eh gempa panik sip,eyewitness
beneran gempa ternyata,eyewitness
gempa,eyewitness
kirain goyanganku yg berlebihan ternyata memang lagi ada gempa,eyewitness
jogja gempa ya anjir gua mau ngacir ke bawah inget gua naked gak jadi bgst gua pake sarung aja ah bodo,eyewitness
gapapa org rumah pd ga percaya stiap ada gempa ak yg plg kerasa soalny ak kesal,eyewitness
ada gempa tp aq harus tetap stay cool even lg di lantai,eyewitness
iyoo mas gempa,eyewitness
gempa tenan tibaknya,eyewitness
ish beneran gempa tauuuu,eyewitness
keluar panik karna gempa sama tetangga malah pd ditanyain knp,eyewitness
gempa ya sampe trenggalek,eyewitness
jogja gempa duh tak kiro yen aku mung kurang turu,eyewitness
yang di jogja ngrasain gempa ga sih di lantai lo inii,eyewitness
woy gempa ni wonosobo kerasa,eyewitness
selalu tiap gempa gue lagi baru banget ketiduran,eyewitness
tak kiro aku liyut mergo ngeleh jebul gempa,eyewitness
mantap kali loh gempa pas di lab bk lantai,eyewitness
ruangannya lantai ada gempa kerasa banget getarannya gimana paniknya jall mau turun keluar aja mikir,eyewitness
gempa ndes,eyewitness
sewon miin tak kiro aku sek oleng jebul gempa,eyewitness
ya allah ada gempa berusan stay semua gempa,eyewitness
ternyata gempa,eyewitness
bantul kroso gempa lurrrrrr,eyewitness
sumpah kaget gempa,eyewitness
gempa detik an,eyewitness
kirain pusing trnyta gempa wkwk,eyewitness
gempa nihh barusan,eyewitness
mata kuliah e lagi mbahas teknik gempa ujuk ujuk kursine obah dewe jebul ono gempa sing tenanan,eyewitness
innalillahi gempa,eyewitness
ngakak lagi dikelas yg ngerasa gempa cuman,eyewitness
iya anjir gempa lagi nulis kok badanku goyang,eyewitness
tak kira cuma perasaanku aja kalo gempa,eyewitness
jogja gempa kan ya kerasa banget woy di lt kantor gue,eyewitness
baru saja kek ngerasa gempa lindu jam yogyakarta maret,eyewitness
gempa gak sih anjir dikelas sampe heboh tapi kelas lain malah adem wkwk,eyewitness
gempa barusan,eyewitness
kek ngerasa gempa tapi ga yakin juga,eyewitness
gempa barusan,eyewitness
gempa cukk,eyewitness
lagi rebahan eh gempa,eyewitness
iya lur gempa,eyewitness
hoo gempa,eyewitness
kirain pusing ternyata gempa,eyewitness
setelah tahun di jogja baru ini kerasa gempa,eyewitness
gempa coy,eyewitness
kakakku aku gempa dan kita cm liat an gempa ya oh hoo gempa kenapa ak sm kakakku selalu santuy klo ada gempa,eyewitness
asli ngerasain getaran gempa pertama kali dari lantai serem buangetttttt,eyewitness
aaaa lemes bgt gr gempa,eyewitness
jogja gempa woy,eyewitness
barusan gempa lumayan kenceng di wilayah ugm,eyewitness
serumah gada yang percaya kalo barusan gempa cuma w doang yang kerasa sampe akhirnya w search di twitter dan kasih liat kalo jogja emang pada kerasa gempa gitu lah fungsi twitter my luv,eyewitness
tu kan beneran gempa mina kerasanya engga tipu tipu berati,eyewitness
harimau makan kelapa wow gempa,eyewitness
gempa pertama istighfar doang gempa kedua bangun dari rebahan memastikan gempa beneran apa syaiton yg mainan kasur,eyewitness
gempa nih,eyewitness
gempa dirasakan lumayan kencang,eyewitness
dosen gua keren dong lagi kerasa gempa di kelas kata beliau bismillah satu slide lagi ya baru pulang wqwqwq,eyewitness
gempa dmn sampe sukoharjo,eyewitness
lah gempa to tak kiro awaku sik ndredek bajilak,eyewitness
ku kira karena aku belom makan terus gliyeng ternyata gempa beneran biasaan deh,eyewitness
imogiri bantul terasa gempa,eyewitness
gempa lur yang kerasa dimana saja,eyewitness
barusan tu gempa ya,eyewitness
gempa yee,eyewitness
mksdnya yk gempa,eyewitness
lagi kerja trus gempa panik langsung mau lari apa lompat lantai begini jd bingung kalau gempa,eyewitness
sumpah gempa ditengah meeting banget,eyewitness
lagi lagi galon kantor goyang goyang mana di lantai gempa,eyewitness
ini gempa keras amat yaampun,eyewitness
gempa td min,eyewitness
gempa tpi di studio nga ada yg mau keluar akibat deadline,eyewitness
gempa di daerah mana min jogja kerasa nih,eyewitness
barusan ada terasa gempa di pacitan,eyewitness
jancok gempa,eyewitness
di kaget an sama gempa,eyewitness
keknya cuman aku yg kerasa gempa,eyewitness
jogja gempa,eyewitness
mak nyut tak kiro opo jebul gempa,eyewitness
min gempa lantai ringroad selatan bantul,eyewitness
udah kayak orang bego lari keluar gegara ngerasa kayak gempa,eyewitness
gempa cuy,eyewitness
jogja gempa apa aku yang pusing sih,eyewitness
barusan gempa gak sih jogja kok berasa goyang atau saya yang udah oleng,eyewitness
nunggu yang berdasi update gempa,eyewitness
lah beneran gempa soalnya sebentar bangettt,eyewitness
kok kek gempa,eyewitness
gempa wonogiri bagian selatan kerasa,eyewitness
astaga masih di lantai gempa,eyewitness
wah gempa njiiir,eyewitness
gempa guys,eyewitness
jokja gempa wkwkwkw,eyewitness
gempa,eyewitness
ih gempa lgi ngampus lantai,eyewitness
gempa kayaknya,eyewitness
lagi kelas di lantai trs gempa,eyewitness
eh sumpah ini gempa ato aku yang halu kerasaa bngt di aku masaa tapi tanya rang laen engga,eyewitness
daerah wukirsari imogiri kerasa gempa,eyewitness
barusan ada gempa ak berdua sm adikku dirmh dikamar yg sama ini dia percakapannya aku eh wa gempa uwa hoo dan kita ttp santai rebahan lg pdhl gempanya lmyn wkwkwkw,eyewitness
heboh gempa gak ada yang ngerasa,eyewitness
min barusan kok aku ngerasa ada getaran ya ada gempa kah prambanan,eyewitness
beneran abis gempa kerasa bgt,eyewitness
gempa barusan walau sebentar jogja,eyewitness
jogja gempa nih,eyewitness
gempa terasa di diy,eyewitness
ini aku nglindur ga sih kok kerasa gempa padahal lagi tidur dan di rumah sendiri,eyewitness
oh barusan gempa,eyewitness
gempa ga sih anjir masa diriku halu,eyewitness
heh gempa,eyewitness
gempa di mall lantai tu gimana gitu bisa sampe berasa banget,eyewitness
kirain pusing ternyata gempa,eyewitness
woy gempa,eyewitness
gempa,eyewitness
barusan gempa ga sih,eyewitness
gempa y,eyewitness
lindu apa gempa ini anju dirumah sendirian lg,eyewitness
apa cuman w yang rasain gempa,eyewitness
gek praktik rung di save mah gempa,eyewitness
barusan gempa jogja kerasa bgt,eyewitness
pertama kali ngerasa gempa ehehehee,eyewitness
gempa,eyewitness
gempa,eyewitness
kaget krn barusan ada gempa,eyewitness
nah gempa kan,eyewitness
lg dikasur goyang eh jebule gempa,eyewitness
hua gempa pas lagi kelas dilantai paling atas,eyewitness
jogja gempa ges,eyewitness
gempa to iki mau udu aku sek kliyengan,eyewitness
gempa min kok telat,eyewitness
wolha gempa tenan meh mlayu wis rampung,eyewitness
gempa dan akupun goyang,eyewitness
gempa,eyewitness
tak kira perasaanku aja terus langsung buka twitter bener gempa bukan,eyewitness
bis gempa guys,eyewitness
kayanya barusan gempa trus panik sendiri masih degdegan,eyewitness
semua orang sibuk ngurusin pasien ranap baru saya bikin asesmen dan kerasa gempa seketika tanya gempa po mbak lalu not responding nda ada yang jawab,eyewitness
oke gempa,eyewitness
oalah gempa to,eyewitness
gempa cuy,eyewitness
info gempa di jogja barusan min,eyewitness
barusan gempa anying kasur gue goyang hhhh,eyewitness
gempa ges,eyewitness
gempa woi krasa bgt,eyewitness
gempa guys,eyewitness
ayo update gempa,eyewitness
subhanallah gempa,eyewitness
loh gempa ya barusan,eyewitness
anjir di rumah sakit di lantai atas gempa,eyewitness
lagi duduk sambil musikan pake headseat nyender di sofa tiba goyang tak kira tubuhku yg goyang ternyata gempa,eyewitness
gempa omg,eyewitness
gempa gek pas ng lantai bro,eyewitness
kirain perasaan doang ternyata gempa,eyewitness
wow gempa,eyewitness
koyo gempa,eyewitness
gempa nggak sih tadi kok pada bilang nggak aku ngerasa gliyuk padahal,eyewitness
barusan gempa apa aku yang halu sih,eyewitness
bergoyang lur terasa sangat di lantai yogyakarta gempa,eyewitness
nahh kan gempa,eyewitness
gempa,eyewitness
gempa jogja nih,eyewitness
jogja gempa barusan,eyewitness
hari pertama kuliah gempa,eyewitness
gempa anjing heboh se ram,eyewitness
lagi di kampus tiba kursi goyang gara gempa,eyewitness
aku doang yang ngerasa kayak gempa wkwk,eyewitness
gempa hmmm,eyewitness
barusan aja ngerasa gempa njel wkkw udh sampe sini,eyewitness
ini tadi gempa bukan,eyewitness
gempa lokal,eyewitness
keknya gempa emang,eyewitness
astaghfirullah ngerasa gempa tp cmn bentar beneran apa halu ya,eyewitness
gempa eaa,eyewitness
gempa euy,eyewitness
kek gempa ngga sii,eyewitness
gempa kerasa bangettt guysss,eyewitness
gempa ga sih barusan,eyewitness
terbiasa gempa,eyewitness
gempa apa gue yang puyeng ya,eyewitness
barusan kerasa gempa bantul,eyewitness
barusan gempa,eyewitness
jogja barusan gempa min,eyewitness
gempa bukan sih kek goyang,eyewitness
info gempa dong,eyewitness
jogja barusan gempa,eyewitness
anjir gempa kirain w puyeng pala,eyewitness
gempa enggak pakai r,eyewitness
jogja gempa ya maknyut mak jegagik,eyewitness
abjay kirain vertigo kambuh ternyata gempa,eyewitness
barusan gempa,eyewitness
jarang jarang ada gempa aku lgsg lompat ya astaga,eyewitness
anj tadi gempa bnrn pa halu,eyewitness
gempa,eyewitness
gempa guys ada yg ngrasain ga,eyewitness
baru aja gempa kenceng banget,eyewitness
oke gempa barusan,eyewitness
gempa cok,eyewitness
gempa anjir,eyewitness
gempa dirasakan di jogja,eyewitness
ini gempa apa pala ku yang emang muter,eyewitness
jogja gempa kenceng banget ya allah,eyewitness
ya ampun gempa wgwg,eyewitness
ini orang kos gaada yg rasain gempa apa ya,eyewitness
gempa guys,eyewitness
eehhh gempa bukan bangun tidur masi dikasur ni,eyewitness
barusan kyk gempa gasih,eyewitness
gempa anying,eyewitness
ih gempa,eyewitness
ada yg ngerasain gempa tida,eyewitness
gempa cuk,eyewitness
ya allah gempa,eyewitness
beneran gempa sepertinya,eyewitness
hssst gempa slurr,eyewitness
gempa gak sih lagi bisa tiduran loh ini,eyewitness
ini gempa apa aku yg pusing kenceng amat sampe rumah goyang semua,eyewitness
dom jogja sapa yg berasa gempa,eyewitness
gempa banter banget,eyewitness
gempa ga si anjg,eyewitness
woi beneran gempa,eyewitness
gempa di jogja now,eyewitness
jogja gempa eu,eyewitness
gempa first,eyewitness
ya allah gempa,eyewitness
gempa guys,eyewitness
gw lg berak malah gempa,eyewitness
malah gempa,eyewitness
cuy lagi kelas gempa,eyewitness
pasti banyak yang bilang gempa,eyewitness
bentar ini dijogja gempa apa gimana ya kok goyang goyang,eyewitness
ih kok kayak gempa,eyewitness
gempa heh,eyewitness
jogja gempa,eyewitness
gempa bro wib,eyewitness
ih gempa,eyewitness
aduh gempa kenceng banget,eyewitness
kok gue ngerasa gempa,eyewitness
bantul gempa,eyewitness
iya tadi malem ada gempa tau,eyewitness
sekitar menit saya terjebak tertimbun reruntuhan rumah yang ambruk tapi alhamdulillah bisa berhasil menyelamatkan diri gempasukabumi gempa,eyewitness
tasik gempa,eyewitness
iya kata deara juga gempa di plered mah kerasa pisan lan wkwk,eyewitness
tdi sih jam set pusat gempa nya di cianjur kerasa banget sampe daerahku,eyewitness
gua dom jakut skitar jam td ada gempa x gua ga tau bnran atau gmn brasa bngt dikasi tbtb goyang,eyewitness
ku juga kerasa gempa tadi tp gempa nya dicianjur,eyewitness
yaallah gempa gede banget,eyewitness
apenii sukabumi gempa nii adooh,eyewitness
gempa cui,eyewitness
gempa kakkk,eyewitness
baru ngerasain gempa lagi,eyewitness
akh kirain goyang sendiri dilantai taunya beneran gempa wkwkwk mana diem ajah,eyewitness
kaya ada gempa,eyewitness
gempa berasa bener yaaa,eyewitness
beneran gempa ga sih soalnya tadi berasa banget,eyewitness
baru tadi siang kepikiran gempa eh beneran barusan ada gempa,eyewitness
eh gempa min terasa di sumatera utara labuhan batu selatan,eyewitness
yaa allah lagi baca fanfic terus gempa,eyewitness
gempa dmana daerah jampangkulon brsa banget,eyewitness
gempa yaallah kerasa banget w lagi tiduran maju mundur,eyewitness
gempa njir,eyewitness
kaget barusan gempa,eyewitness
kerasa gempa kok ga ada update bmkg ya,eyewitness
eh barusan gua ngerasain getar kayak gempa,eyewitness
info gempa barusan dong min,eyewitness
e tadi depok gempa ya,eyewitness
beneran gempa kdjsbsjns,eyewitness
tuhkan bener gempa aku ga halu,eyewitness
gais di kalian kerasa gempa ga,eyewitness
hadeeeh gempa bikin parno,eyewitness
gempa dimana nih,eyewitness
ada kerasa gempa lumayan gedee,eyewitness
ada gempa di bogor,eyewitness
apakah tadi ada gempa karena aku merasakannya,eyewitness
ini perasaan aja apa emng gempa yaa,eyewitness
pada ngerasa ada gempa gak sih,eyewitness
jir gempa digedung berasa bgt,eyewitness
tadi liat kaca goyang beneran gempa bukan sih aku tremor bgt,eyewitness
eh gempa,eyewitness
ada gempa ya asli berasa bangett,eyewitness
di depok gempa barusan,eyewitness
bogor kerasa gempa barusan,eyewitness
tiba tempat tidur goyang langsung lari dan orang rumah bilang gempa tapi sekarang gatau gempa dimana kirain aku cuma pusinh doang,eyewitness
kuat kali gempa ny yaallah,eyewitness
bangcat gempa,eyewitness
gempa anj bdg,eyewitness
min gempa dong,eyewitness
gua pikir pikir mah gempa,eyewitness
ada yang ngerasa ada gempa gk tadi barusan,eyewitness
lagi ena enanya ngerjai tugas tb tb goyang and then ada gempa kerasa bgt woi mayan lama juga ihh dimana y,eyewitness
yg di depok gempa ga si,eyewitness
kaget bgt lagi berpangku laptop dikasur kirain ada yg goyang in ternyata gempa,eyewitness
innalillahi kaget gempa,eyewitness
ada gempa ngerasa ga,eyewitness
plissss semoga ini bukan gempa shock bgt anjrit,eyewitness
ada gempa barusan kab labuhanbatu induk sumatera utara,eyewitness
lah gempa,eyewitness
eh ada yg ngerasa gempa ga,eyewitness
ada gempa kan,eyewitness
gempa siang,eyewitness
barusan gempa dimana ya sampai terasa ke tempat saya,eyewitness
gempa bukan si barusan wkwk lagi bengong aq,eyewitness
kaget gue lg rebahan di sofa terus sofanya goyang sendiri kirain ada yg ngisengin gue ternyata gempa,eyewitness
nah beneran ternyata gempa wkwk,eyewitness
sumpah gempa ga sih kali gitu,eyewitness
info gempa min wilayah sumatra,eyewitness
astafaa kirain tubuh aku gerak karena run away tpi karena gempa,eyewitness
gempa td gede,eyewitness
beneran gempa kan tadi gue gak halu kan,eyewitness
awat rasa goyang ni ada gempa ka,eyewitness
beneran tadi tetangga juga bilang gempa gempa gitu kerasa di bogor nih kecil sih,eyewitness
astagfirullah ada gempa ya,eyewitness
bentar ini bukan gempa kan lagi duduk masa di bawah kerasa goyang kalau cuman perasaan doang tapi kenapa air di dalam botol juga geter,eyewitness
eh ko kea gempa,eyewitness
kaget gempa,eyewitness
gempa kerasa di bogor,eyewitness
apaaa aku doang yg ngerasa gempa kenceng getarannya,eyewitness
okay di tl penuh dengan twt gempa fix gempa berarti keceng amat,eyewitness
min bengkalis ada gempa ya,eyewitness
aku lagi tiduran kirain ada yg goyang goyang kasur taunya gempa,eyewitness
gempa hujan petir,eyewitness
ngerasa ada gempa gempa bmkg,eyewitness
cibubur juga terasa gempa dimana pusatnya kak min,eyewitness
barusan gempa gede bgt sumpah masi gemeteran,eyewitness
gila ih lagi tiduran di kasur sampai goyang gini gempa nya lumayan kerasa banget,eyewitness
ehh gempa ya kerasa bgt tadi di kamar mandi,eyewitness
beneran gempa ternyata bogor sukabumi,eyewitness
gempa ga sih parah,eyewitness
gempa barusan di riau,eyewitness
gua kira gua laper taunya emang gempa,eyewitness
ada yg terasa barusan gempa,eyewitness
kaget gempa pantesan dosen gue lg ngajar ngomong there is an earthquake sorry,eyewitness
woy gempa asli,eyewitness
gempa kaget,eyewitness
tapi lumayan kuat anjir gempa nyaa sampe yang dirumah keluar semua,eyewitness
kalo di medan sih gempa gatau kalo bandung,eyewitness
sidempuan juga gempa kata,eyewitness
nih kalo di rumah gue peka bgt ni sama gempa,eyewitness
jakarta selatan terasa gempa,eyewitness
gua kira gua halu dis ternyata beneran gempa,eyewitness
gempa astagfirullah gobloknya ps malah dimatiin ngulang kan jadinya,eyewitness
kirain akunya pusing trnyata bner gempa,eyewitness
barusan sukabumi jabar ada gempa min gmn,eyewitness
barusan ada gempa ya lokasi sukabumi,eyewitness
brl dom bogor ngerasa gempa ga,eyewitness
lagi streaming ada gempa woi sksjsjshssh,eyewitness
kab asahan gempa,eyewitness
sumpah ngerasain gempa ga si lu pd,eyewitness
lagi persentasi tiba tiba gempa,eyewitness
gempa yaampun,eyewitness
goyang kirain aku gemeter karena laper gataunya gempa,eyewitness
hah beneran gempa wkwk busettt dikira beneran truk molen,eyewitness
kaget gempa ajsjaajs,eyewitness
anjir gempa,eyewitness
gempa lumayan lama mash belum ada info,eyewitness
gempa cuk labuhanbatu terasa,eyewitness
kalo lagi di atas gini gempa kerasa banget,eyewitness
dengan bodohnya aku yg lgi tiduran blg goyangan nya seperti gempa diluar tetangga sudah teriak gempa gempa,eyewitness
gempa terasa di cianjur pusat gempa darimana ya,eyewitness
ada yang terasa gempa gempa,eyewitness
barusan tuh katanya gempa emang kerasa tapi ga liat barang goyang aku kira aku lagi degdegan,eyewitness
barusan gempa,eyewitness
cuma aku aja yang ngerasakan barusan gempa,eyewitness
gempa barusan kuat banget ya allah,eyewitness
wah sumpah parah sih lagi nonton yutub kerasa gempa di banten goyang rasane,eyewitness
ngerasa gempa di jakarta gak,eyewitness
gempa di bogor min barusan,eyewitness
astagfirullah gempa gempa,eyewitness
gempa buset kasur gw menarii,eyewitness
sumut nich gempa kuat banget,eyewitness
awalnya ngira aku yang pusing eh beneran gempa gempa,eyewitness
lagi maen hape kirain vertigo wa kumat eh rupanya gempa,eyewitness
gue mrasakan gempa tapi yg lain tidak,eyewitness
lagi asik kerja berasa gempa,eyewitness
kalian ngerasa gempa gak sih di tempat aku kerasa masa tp getarannya ga begitu kuat huhu,eyewitness
ia gempa kayanya,eyewitness
loh kok kek ada gempa sih,eyewitness
lg duduk di kasur kerasa ada getaran ternyata gempa,eyewitness
gila baru gempa kuat x merindinggg,eyewitness
panjang umur buat orang yg barusan ngerasain ada gempa,eyewitness
gempa bangunin gua tidur,eyewitness
lagi asyik nonton drakor kaget kenapa kasur goyang kenceng tau nya gempa untung sebentar aja,eyewitness
sumpah demi allah kaget banget gue lagi tidur mimpi naik pesawat mau jatoh pas gerak tau nya gempa benaran lari keluar gue langsung pusing banget masih degdegan juga,eyewitness
bogor kerasa lg kerja pusing taunya gempa,eyewitness
w pikir krna ada yg naik ke kasur ternyata gempa,eyewitness
gempa dirasakan hingga jawa barat,eyewitness
ada gempa tapi cuma bentar,eyewitness
gempa td astaga,eyewitness
yuhu bagan batu gempa,eyewitness
astagfirulloh gempa kencang bgt di cianjur otw bandung now,eyewitness
lgi asik nnton seungwoo malah gempa,eyewitness
udah berapa kali w apdet gempa,eyewitness
gempa ya allah kuat n cepat,eyewitness
eh seriusan gempa ya bang kirain aku ada mobil tonase besar lewat getarannya kuat jg,eyewitness
aku lg tiduran ngerasa banget ada gempa,eyewitness
beneran kan kak ini gempa bukan aku aja yang pusing dan mikirnya kucingku goyang goyang di kasur,eyewitness
kaget bgt barusan gempa,eyewitness
gempa gais geter sumpah,eyewitness
orang serumah yg ngerasain ada gempa cuma aku doang,eyewitness
yang di riau ada merasakan gempa,eyewitness
beneran barusan oyag ada gempa dong,eyewitness
tukan tadi gempa,eyewitness
gempa daerah bogor ga sih kerasa banget,eyewitness
gempa dipadang sampai ke sukabumi gede banget lah,eyewitness
gempa rif kenceng walaupun cuma bentar,eyewitness
gempa di mana nih puncak kerasa lagi nugas duduk di kursi kerasa banget dah bentar doang tapi kerasa banget,eyewitness
gempa di parungkuda sukabumi,eyewitness
lagi rebahan terus kaya ada goyang getara gitu ini aku yg pusing apa ada gempa,eyewitness
ak sih di bogor tadi sempet gempa kerasanya pelan,eyewitness
min terasa gempa di kecamatan bungbulang kab garut menit yll,eyewitness
oh barusan kerasa pusing dikit itu gempa,eyewitness
yang dikata gempa sumatra gw yg d bogor ngerasa lantai goyang,eyewitness
wkkw tadi gempa serius,eyewitness
gempa dimana ini mau keluar hujan geludug diem aja sambil kerja yaudah,eyewitness
dimana ya barusan pusat gempa nya,eyewitness
aku ngerasain gempa ku kira efek rebahan trus aku liat air dimana pun rupa nya beriak padahal gak ada yang ngambil lokasi ku duri riau,eyewitness
barusan ada gempa dimana aku ngerasa banget,eyewitness
