"text","class_label"
"the rain is starting again i m afraid it will flood the streets we go on the way to school walangpasok citypinas","direct_eyewitness"
"this flood is giving me cabin fever","direct_eyewitness"
"flash flood","direct_eyewitness"
"my whole neighborhood had a massive flood that may ruin a few homes and instead of ignoring other people s proble","direct_eyewitness"
"of course as soon as i get ready for work it decides to come a flood","direct_eyewitness"
"i just want some food but everything is starting to flood and powers out at the pizza places sos","direct_eyewitness"
"my family decided to have the cookout outside under the pavilion and it just came a flood looks like we are stuck here for a while lol","direct_eyewitness"
"the flood claimed all of our kittens amp i m so sad","direct_eyewitness"
"hosman church needs your help our ceiling collapsed due to a water flood in the apartment upstairs thank you","direct_eyewitness"
"another holiday another flood cmon mother nature we need a break","direct_eyewitness"
"dealt with a small flood this morning and now setting up my new phone streaming will be happening later tonight guys","direct_eyewitness"
"please stop trying to drive through the flood in neighborhoods you re creating waves and damaging the house","direct_eyewitness"
"yes duston i wanna swim w the fishies bc also it s pourin down rain and looks like it s a gonna flood","direct_eyewitness"
"one of my cars have been evacuated to miyama park because kurashiki river becomes flood level","direct_eyewitness"
"when the flood comes to drown us theres nothing we can do","direct_eyewitness"
"stay away from flood water","direct_eyewitness"
"the towels from my flood are still drying and my apartment smells like butts","direct_eyewitness"
"i would ask for some rain but it likes to flood every chance it gets","direct_eyewitness"
"its been raining for roughly years straight and im fairly optimistic that its gonna flood again","direct_eyewitness"
"only day two of being out in the country and i almost blew a tire while nearly getting stuck in flood water and hit","direct_eyewitness"
"karspory i had to choose between saving my life in the flood or getting a pic for the paper i chose getting a pic","direct_eyewitness"
"we had a mini flood but in return got a brilliant sky and lower humidity for a night","direct_eyewitness"
"pleasantgehman oh no we had a hell of a rain thunder lightening storm last night trees down power out flooding","direct_eyewitness"
"drop ah rain and the street flood wdmc","direct_eyewitness"
"i m so happy my neighborhood didn t flood at all","direct_eyewitness"
"ok those emergency alerts are so goddamn annoying i m switching them off for today i know there s a flood and mud","direct_eyewitness"
"gahanna going to flood if this rain keeps up the lakes in my complex are at crest and over","direct_eyewitness"
"i jus rescued a baby kitten from the flood im so sad im crying shes so cute","direct_eyewitness"
"another holiday another flood but just like always we bounce right back nadnd celebrating our troops and first resp","direct_eyewitness"
"just rained so hard my back room at work flooded and the manhole covers in the road out front popped up from the wa","direct_eyewitness"
"was literally caught in the worst flash floodthunderstorm i ve ever experienced right after the fireworks that","direct_eyewitness"
"simonscholes pretty good day except for the flood this morning inches in minutes yup pretty much everything under water again","direct_eyewitness"
"and some or most of these albums were damaged because of the flood from when typhoon haiyan hit in out city","direct_eyewitness"
"today is a joyous day days after my car died in the second ellicott city flood i finally got my car back nomorerentalcar","direct_eyewitness"
"its raining like a good old kentucky flood rain it better stop so we can go be redneck and celebrate meruca","direct_eyewitness"
"found this fish skeleton along the path that i walk it probably got stuck in a puddle after the flood stage of the","direct_eyewitness"
"yall really think this flood is gonna stop me from watching the premiere of jurassic world tmrw foh","direct_eyewitness"
"onebytwo as per vastushastra changing the name will stop the flood people will taller it will rain gold from","direct_eyewitness"
"flood it like a tidal wave","direct_eyewitness"
"ok folks in addition to the flood devastation this weekendwe have also been told today that the insurance we ha","direct_eyewitness"
"i got stuck in a car for hours on the th of july flood in this exact area we were forced to pull up on someone","direct_eyewitness"
"mightyfineline jefflemire dragonmnky blambot nottoochaby went out in a houston flood to get my copies","direct_eyewitness"
"oh not the flood zone househunters","direct_eyewitness"
"i thought the best part about the flood was getting over feet of water in my basement but surprise my car is totaled too","direct_eyewitness"
"i ve been following all the flood issues my neighborhood is fine and i don t leave for work until after but ev","direct_eyewitness"
"the same week i started working a flood came and closed down the whataburger i work at i think that s a sign i","direct_eyewitness"
"job well done despite the heavy rain our staff was able to get the medical tents moved out before the flooding at","direct_eyewitness"
"i dont know if i should be more afraid that i left my wallet in the apartment or expected flood waters to rise","direct_eyewitness"
"i saw a mustang stuck in the flood why would you bring it out take an uber lol","direct_eyewitness"
"like me amp my sister would come to school hrs late whenever we take alternative routes bcos of how bad the flood is yet here i am","direct_eyewitness"
"in preparation to the masks i just purchased was only going to replace my rey mask that i lost in the flood but","direct_eyewitness"
"thats right a flood came down to salgotarjdn a","direct_eyewitness"
"naw the house insurance people came to collect our sofas that were damaged in the flood n now were all sitting on deck chairs","direct_eyewitness"
"its been raining for days and there is flood everywhere its cold","direct_eyewitness"
"i work at roadhouse today n i m gunna make like bucks bc no one is gunna go drive in a flood for a damn steak","direct_eyewitness"
"geez this flood is so bad","direct_eyewitness"
"blackouts and flood i really wish i hadnt used up all my absences when i had the flu","direct_eyewitness"
"amp i need groceries too but its about to flood again","direct_eyewitness"
"parts of texas got a flood warning and up here in the rose i ain t seen the sun all day but y all bitching about","direct_eyewitness"
"this flood sucked but the memes were great","direct_eyewitness"
"rain water falling down with very large drops may be its comeing flood today","direct_eyewitness"
"i don t have nothing to post because my th of july is ruined by this flood houstonlife","direct_eyewitness"
"rain i hype you up all the time and you turn around and flood my newly finished basement like why you gotta do me dirty like that","direct_eyewitness"
"i am literally stuck in chases apartment complex and watching my car flood","direct_eyewitness"
"i finally left my house me this flood","direct_eyewitness"
"chanptaln go and sneak us through the rivers flood is rising up on your knees","direct_eyewitness"
"let the flood carry away all my pictures of you","direct_eyewitness"
"heavy rain it flooded our town","direct_eyewitness"
"it rains hard one day and some places flood such a lovely hole in the ground this city is","direct_eyewitness"
"woke up to the second great flood thanks god","direct_eyewitness"
"sadly houston didn t got to do a parade like every other place around the usa but we got to pray so that our houses won t flood again nd","direct_eyewitness"
"xperiablog and surprisingly it still runs perfectly its been a year since last flood and im tweeting this via the same phone","direct_eyewitness"
"dpaqreport isnt really hot it is floodraining across the entire region","direct_eyewitness"
"rain boots are a necessity i just walked through a flood in mine","direct_eyewitness"
"hi there me and others are stuck in a house in kill devil hills nc due to a massive flood anot a ton of food lef","direct_eyewitness"
"spent all morning pushing water off my patio so my crib wouldn t flood so to nikodoom for the help","direct_eyewitness"
"why am i not yet contented with suspension i want something better to stop the continous rain bcoz there are places experiencing flood rn","direct_eyewitness"
"twicetzx too flood dear aa aa good afternoon anyway","direct_eyewitness"
"not having ac in fredericton this week is more life threatening than the flood","direct_eyewitness"
"big thanks to seniors mason heckman levi hummel connor ibach and jack adam for helping with flood cleanup at coac","direct_eyewitness"
"i was in a flood years ago it was our neighbors and people of nearby towns who came to the rescue it is always","direct_eyewitness"
"it is the worst ive ever seen it flood in my entire life i should not have made it home it was the scariest shit ever","direct_eyewitness"
"the fact that it s raining in sa and austin makes me feel better about the mini flood we got today","direct_eyewitness"
"pupusamonkey montyglu not in texas right now we just got done with heavy rain that flooded a few places but not","direct_eyewitness"
"stevenraymorris i lost mine in a flood","direct_eyewitness"
"this is my mom trying to make the flash flood end so we could go to our cousins house","direct_eyewitness"
"arcade my hometown is flooding with heavy rainnd","direct_eyewitness"
"nothing like falling on the ice and getting soaked because the humidity won t let the flood dry properly seriously","direct_eyewitness"
"the flood s knee deep on my street and ankle deep in the compound omg geraldmpl can t even make it to training","direct_eyewitness"
"lights flickering even stuff plugged into the red auxiliary power outlets not staying on now i hear flash flood","direct_eyewitness"
"footworkking oh ok that s good bro i know how that flood go my hometown had ft when katrina hit and shii now","direct_eyewitness"
"sometime rain some other time the sky pours all the water in few minutes rain moscow russia summer flood","direct_eyewitness"
"fuck the rains so strong pasodifuapsidofjaijcj n i hope i dont have to wade through flood tomorrow pls lord","direct_eyewitness"
"it came all at once and in a furious torrent like god was mad and wanted to flood us out","direct_eyewitness"
"i like how i told ryder i was happy bcs it was raining and turns out there s a flood ahdksj","direct_eyewitness"
"got stuck in a flash flood n got rained on rlly bad yesterday n i think im coming up w a cold lmao genius","direct_eyewitness"
"one of my albums got wrecked by the flood","direct_eyewitness"
"theres a good chance my apartment is gonna flood again today coooooool","direct_eyewitness"
"effect of flood in my island area mahnar","direct_eyewitness"
"i too wondered if chick fil a was opened todaywell before i had to drive thru flood waters","direct_eyewitness"
"jordevos its been a long process we had a couple of appliances with flood damage and thats been difficult we h","direct_eyewitness"
"my job is in a flood zone and now i have wet socks and shoes happy th y all","direct_eyewitness"
"if we get hit by a cat hurricane rip entire rgv this flooding is crazy","direct_eyewitness"
"this is the absolute last thing my community needs right now many are still bailing out from mondays flood","direct_eyewitness"
"we face a d bill for a flood a but we didn t own the house","direct_eyewitness"
"after the flood all the colors came out","direct_eyewitness"
"oyg its a flood","direct_eyewitness"
"its been sitting right on top of my location for the last half hour big time street flooding in northern rio ranc","direct_eyewitness"
"lmao thx to yesterday s th of july flood we discovered on snapchat that the area we are moving to floods fuckin houston","direct_eyewitness"
"never seen roads flood as fast as they do in lc","direct_eyewitness"
"year ago this evening we came home from the fair to a flooded basement that quickly escalated into a flash flood","direct_eyewitness"
"when u want to go to work but the flood is inside your gate and you don t have your laptop bc you were out sick yes","direct_eyewitness"
"wow another flash flood that makes three in a row basement is flooded again but my prayers are for everyone dow","direct_eyewitness"
"one hour on the road for tonights effect of heavy rain i always took mins from the house to school due to flooded area amboph","direct_eyewitness"
"take a good look at my flood in wv greenbrier wv you havent seen nothing yet","direct_eyewitness"
"nothing like a good storm at the beach and getting caught in the rain or even dancing in itexcept when it floods obx obxflooding","direct_eyewitness"
"another visit to kg jeriah and we tried to work out a viable solution to solve the flood and stagnant water proble","direct_eyewitness"
"jentastc we had flash flood here last night and i was at a restaurant and everyone phones went off at the same ti","direct_eyewitness"
"do you really live in louisiana if you ve never driven through a flash flood","direct_eyewitness"
"i got out of work at i ve been trying to find a way back home since then in this flood","direct_eyewitness"
"update the same roads that flooded on monday are flooded again definitely no fire works here tonight my street","direct_eyewitness"
"houstonalways flooding","direct_eyewitness"
"i have just escaped the rushing flood waters of the ginso tree in ori and the blind forest and for me it was one o","direct_eyewitness"
"screaming nfuck n at a taxi during a monsoon rain and hurling bags inside trying not to get caught in the flood","direct_eyewitness"
"into the flood again same old trip it was back then so i made a big mistake try to see it once my way","direct_eyewitness"
"why is my school still not suspending when there is an actual flood outside anyways good morning i love zhangjing","direct_eyewitness"
"dorkymustche jeffreestar nope maybe he got swept away in the flood","direct_eyewitness"
"watch me get through the flood road first before the class gets suspended","direct_eyewitness"
"everywhere is flood like situation and not much rain here","direct_eyewitness"
"job well done despite the heavy rain our staff was able to move out the medical tents before the flooding at","direct_eyewitness"
"due to the flood the south wimbledon clinic is closed","direct_eyewitness"
"t has been raining hard for week now hope this rain will stop before the river starts to flood","direct_eyewitness"
"after the flood all the colors came out it was a beautiful day u","direct_eyewitness"
"beautiful view of contaminated water thanks flood a nice dip would be nice rn","direct_eyewitness"
"kayworboys i thought it was a flood warning","direct_eyewitness"
"i paid off my car months ago and today it broke down cause my dumb ass went through a flood how is your day going","direct_eyewitness"
"ok so now that i m out of work and took care of the small flood in my basement","direct_eyewitness"
"my coworker watches me cleaning the flood trough the cctv","direct_eyewitness"
"dpyeout and i live in a flood zone town area too ugh","direct_eyewitness"
"mryannagy weve had at least flash flood events here we went through a drought during our rainy season so i g","direct_eyewitness"
"even though we didn t get hit by a massive hurricane we are still flooded and in need of help so it s nice to see","direct_eyewitness"
"i hope this flood water starts receding from my neighborhood","direct_eyewitness"
"i want to be happy for the rain but why did it have to go from drought to flood in seconds praying my foundation doesn t leak","direct_eyewitness"
"sassycrabb we went through the flood and it got infected by the flood water","direct_eyewitness"
"tf im already stuck in a goddamn traffic and now the streets are already flooded urgh srsly manila flood manilatraffic wheninmanila","direct_eyewitness"
"rodydu rt teddyboylocsin for two days now no traffic sure after massive rain and flood traffic was slow but it moved all it takes","direct_eyewitness"
"people are outside playing in the flood water and i m over here like","direct_eyewitness"
"my gym is closed due to a random flood in philly and the gobbler is back at wawa this week for hoagiefest my desti","direct_eyewitness"
"great to see rainlets keep the flooding to a minimum","direct_eyewitness"
"unfortanately the friday night events have been canceled due to flood levels saturday s events wll be held at the","direct_eyewitness"
"hurricane harvey flood on meee","direct_eyewitness"
"when life gives you obstacles you overcome when your kitchen floods you enjoy making a new kitchen see the kit","direct_eyewitness"
"i almost made it to this point almost but i got distracted for a few days and the flood didn t end and well","direct_eyewitness"
"i m so confused there was a flood i just woke up","direct_eyewitness"
"okay thank god no classes i dont wanna swim in flood water","direct_eyewitness"
"here in houston we flood after hours so ill take the hour storm as usual","direct_eyewitness"
"we are not complaining though let the flood drown us","direct_eyewitness"
"dinner date with mikesy bunnysy a commitment we must keep says hardwarehusband despite the rain and flood","direct_eyewitness"
"bruh i want to do something but ion got no boat to be out in this flood","direct_eyewitness"
"when you cant reach surface anymore you just sit down and let the flood do his job","direct_eyewitness"
"it has been raining hard for week now hope this rain will stop before the river starts to flood","direct_eyewitness"
"when a short heavy rainfall causes this much flooding not for the first time its time for the council and counci","direct_eyewitness"
"me watching more rain try to come down a day after i d finished cleaning flood damage","direct_eyewitness"
"finally rain also in addition to the fire we just had a tornado hail and a flash flood warning","direct_eyewitness"
"politicussarah there was also a flood in the town so theres that","direct_eyewitness"
"mayraabc gothamnoirnyc i remember going hunting for crawdaddies after every flood when i was a kid made my mom so mad","direct_eyewitness"
"me don t flood my house the rain i m good luv enjoy","direct_eyewitness"
"just spent this late eveningearly morning dealing with an apartment flood apts got ruined yikes","direct_eyewitness"
"meeee soon as the street starts flooding im big stressed","direct_eyewitness"
"frednorth kelwood bahahhaha mine too even the damn ones i had during the flood leaked","direct_eyewitness"
"mrtooze my bad i thought it was a flash flood caused by tropical storm not from tectonic origins d adnd","direct_eyewitness"
"in roma flooded and the water destroyed my home so when building a new one my dad bought thousands of dollar","direct_eyewitness"
"shit its really really coming down this is like flashflood levels of rain stay safe yall and maybe avoid driving for now","direct_eyewitness"
"houston seriously needs to invest in roads and dams because this flood is a fucking mess and our roads are horrible","direct_eyewitness"
"beckley wv the show must go on due to flood damage our show at melodys is being moved to fosters main s","direct_eyewitness"
"i do believe youve laid a curse on north america a curse that we here now rehearse in philadelphia a second flood","direct_eyewitness"
"and here i thought the end would be by fire not the whole flood thing again dang i dont even know what a cubit isim truly sunk","direct_eyewitness"
"i am madly fascinated by kamo flood","direct_eyewitness"
"rain nagpur rain a little flood we have here nmc nagpur","direct_eyewitness"
"tents at my campsite torrential downpour my tent is the only one that didnt flood hell yeah","direct_eyewitness"
"thefin whattheffacts he is seated inside waiting for the next flood","direct_eyewitness"
"cabo for my birthday let s just hope the hotel doesn t flood again","direct_eyewitness"
"its am here and it is raining hard and i can see the flood already can the government suspend classes already","direct_eyewitness"
"it was like a flood today hat we needed since we were on that drought","direct_eyewitness"
"deaths final fee the rain just falls forever a never ending flood that pours from my sky the brief rays of s","direct_eyewitness"
"fuck this flood seriously this is the worst day that happened to me","direct_eyewitness"
"crazy weather crazy weather this is happening all over here with flash flood s right now and yet it was in the","direct_eyewitness"
"that flash flood just scared the shit out of me","direct_eyewitness"
"to make everything just that much better the basement is starting to flood from the ground","direct_eyewitness"
"the floods rising so quickly and ngl im lowkey scared","direct_eyewitness"
"i found his truck in the flood plain upside down there was a hell of a rain i don t know if he drowned","direct_eyewitness"
"scatteredruby nnwe are always having brothers and sisters joining us willingly but the flood it takes everything","direct_eyewitness"
"nobody aint care bout the hurricane right get up good hope ya house dont flood out","direct_eyewitness"
"honestly i was dreading calling bellsupport about the flood in my apartment amp pending move but they were amazin","direct_eyewitness"
"wed july thannouncingflood water has receded from our sidewalk we have clearance to open this sat","direct_eyewitness"
"if only we could harness our flood waters india could get transformed in several ways the state really needs to f","direct_eyewitness"
"browain violent thunderstorm and flood warnings here makes the fireworks seem tame","direct_eyewitness"
"my neighborhood is beginning to flood everyone on lower ground please be careful","direct_eyewitness"
"just had to drive through a flood on mcknight road","direct_eyewitness"
"nebby debby here what a wild few weeks it s been first i got swept up in that millvale flood n at and it washed m","direct_eyewitness"
"stuberry we had a mayor in san diego who used to leave her sprinklers on and flood her neighbors during drought","direct_eyewitness"
"yay for inches of rain im really glad i bought those emergency flood barriers","direct_eyewitness"
"funonlineman fartbelly sitting on the roof of my house for the th straight day as the flood waters rise to my se","direct_eyewitness"
"robprovince no because the refugees will flood where i am and i dont want to put up with that bs","dont_know"
"sarahzarpentine tayycates and flood our bathroom","dont_know"
"i dare yall to flood my notifs calling me racist bc that proves my point if u feel attacked by tweets like this th","dont_know"
"rawzne adt netgear there are no phones on this network most likely the pulse is having an arp flood or dhcp fi","dont_know"
"y all nasty if you chilling in this dirty ass flood water","dont_know"
"but lets just let them flood in with no repercussions and give them tons of aid theyre breaking the laws wh","dont_know"
"will your property flood next year these tech startups have answers","dont_know"
"two enormous translucent walls flood the playing court of this bright white sports centre by spanish architect albe","dont_know"
"im gonna flood my tweets with pics from last night just for the sake of my own self reminding me that i was there a","dont_know"
"afternoon off went to see haweswater mardale starting to re emerge would they move a community and flood out","dont_know"
"must be a flood coming with those high water pants","dont_know"
"find out if youre at risk of flooding","dont_know"
"atheisttatted hate to tell you egypt didnt exist till after the flood the hebrew word for egypt is mizraim whic","dont_know"
"her childhood friend would ask for her hand in marriage instantly tears flood from her eyes rolling to her tank top omislashsoldier","dont_know"
"hellerweather i wonder what is next for our holiday flood festival i wonder if we will have a flood event during t","dont_know"
"kathygriffin altmyname stilletos to a flood and a mean girl jacket to kiddy jail","dont_know"
"wheeew chile the floodin down south no thanks how yall afford flood insurance","dont_know"
"hey i need to do a mailbag at some point todaytonight so flood me with questions i will eventually read and answer later thanks america","dont_know"
"no fireworks for us tonight ena and jamelah seem to be interested in watching the flood world show on kprc","dont_know"
"kim reynolds and fred hubbell debate level of state flood money","dont_know"
"i m taking care of all my unfinished business just thing at a time can t flood my mind and brain but trust i m getting all this shit done","dont_know"
"gods joy and happiness flood my heart with fullness instanthealing","dont_know"
"sadly democrats do have a plan they chose globalism amp implementing that is their goal open bordersflood count","dont_know"
"ianaustinmp sussexfriends i note there has been a flood of labour mps resigning in protest labour has lost brita","dont_know"
"a new way forward for the sacvalleyreactivating and reenergizing our traditional floodplain is the best futur","dont_know"
"all my big dick men stop by p house i orlando and flood my ass now door is open raworlando cumdump bbbh bbc","dont_know"
"help me flood the web","dont_know"
"slww verakwakofi it is but you don t want to flood the marshallsross discount stores or it devalues the brand","dont_know"
"we are winning mid term flood the house red please thank you and god bless and be with you always","dont_know"
"on everything i gotta ride with the silky on or else the whip will flood out rt tyfood lol had to put the wave","dont_know"
"antonsavageshow which god to you call upon for that one i d suggest they pray for an ark like flood","dont_know"
