"text","class_label"
"what is truly great about america is literally going up in smoke damaged by floods shaken by quakes hurricanes amp","dont_know"
"up in smoke","dont_know"
"icymi my piece on wildfires three lessons in resilience smem cdnpoli cbocresilience","dont_know"
"awful","dont_know"
"i love this","dont_know"
"so why is he telling the people of california that they are a burden on his budget like he did pr","dont_know"
"as an exresident of ymm and yyc i think youre doing an admirable job under difficult conditions well done","dont_know"
"they always da reason why a","dont_know"
"omg could u not use a disaster as a platform for ur pro trump propaganda thxxxx","dont_know"
"how out of touch is the gop","dont_know"
"allah rehem a close friend has had to evacuate from there","dont_know"
"what are the odds he knows paper towels are highly flammable","dont_know"
"its horrible","dont_know"
"california can handle itself how about you go help puerto rico instead","dont_know"
"how nonprofits serve as the safety net within our communities once again nonprofits","dont_know"
"how long did it take him","dont_know"
"and i thought i had a bad day its all relevant","dont_know"
"my heart is breaking for home stay strong norcal","dont_know"
"send resources to puerto rico amp here but we dont want you stay your ass on the east coast realdonaldtrump","dont_know"
"nyou may not have a house or a router anymore but we maybe wont throttle your data for a second while we know u c","dont_know"
"however high the flames the spirit of the province is higher brighter and more enduring ymmfire","dont_know"
"this makes me laugh and then feel bad i laughed every time wildfire thewalkingdead bgbrewatch","dont_know"
"californias fucked","dont_know"
"i m crying nd nd nd","dont_know"
"please dont i d rather burn alive","dont_know"
"palo alto networks is looking for senior product marketing manager wildfire job","dont_know"
"well at least they re not an island surrounded by lots of big water right potus don t worry though you can sc","dont_know"
"burning up like a wildfire","dont_know"
"i was so wrong colleen youre the happiest now","dont_know"
"leave it up to racist whites hurricanes wild fires amp drugs to end us all","dont_know"
"dang alberta has a great neighbour in saskatchewan godluvya","dont_know"
"god bless you mr president california needs you but please dont forget florida texas puerto rico","dont_know"
"not only to mention he is going after university professor and got the espn announcer suspended life is grand in a","dont_know"
"false prey a wildfire novella wildfire saga gt","dont_know"
"my state n northbayfires winecountryfires canyonfire climatechange california","dont_know"
"wildfire day canada multifactorial climatechange other potential fort mcmurrays san diego colorado austin","dont_know"
"no global warming here move along","dont_know"
"you think you like the smell of campfires until you have to breathe wildfire smoke","dont_know"
"please help our fellow canadians donate today to the canadian red cross and feds will match all donations","dont_know"
"from the comfort and convenience of his golf cart or mistresses hotel suite","dont_know"
"priorities all fucked up","dont_know"
"it really is strong cant imagine what its like up north cc colocharachel","dont_know"
"i woke up a little panicked","dont_know"
"is he going to throw bottled water on the flames","dont_know"
"i was just in this area a couple weeks ago this is so heartbreaking to see","dont_know"
"unfortunately we know he only cares about the illegal voterswe need republicans in office in california","dont_know"
"bang on","dont_know"
"i cant believe its no way to stop this","dont_know"
"i love him like a wildfire","dont_know"
"trump is a disgusting human being and must go when can the people decide for impeachment","dont_know"
"thanks cbccalgary for using my pictures of the siphon creek wildfire did not expect that","dont_know"
"smelled like sage","dont_know"
"everything started happening once he became president","dont_know"
"my heart","dont_know"
"warming up that jump shot","dont_know"
"realdonaldtrump please dont come to northern california to see the fire damage go back to puerto rico to help the ones that really nd help","dont_know"
"burn a hole into your apprehensiveness and let the wildfire shine","dont_know"
"wildfire in mn the same nightdjs at the loft coincidence probably not","dont_know"
"wow syrian refugees step up amp help fort mac evacuees","dont_know"
"i wish we had gotten more juangpareja wildfire thewalkingdead bgbrewatch","dont_know"
"like you were there for puerto rico no thanks","dont_know"
"listen to wildfire by michael murphey on applemusic","dont_know"
"a story of ymmfire with father turcotte principal lisa hilsenteger thank you to all for going above and beyond","dont_know"
"it hits home when you check your two fire extinguishers in the house first and the beer supply second","dont_know"
"lo what did evacuees grab before leaving","dont_know"
"ho boy just when i was mulling moving to the bay area san francisco air now smells like smoke i m told","dont_know"
"realdonaldtrump actforamerica new al qaeda magazine describes in detail","dont_know"
"an intense wildfire can actually create its own lightning storm jwagstaffe cbcnews cbcedmonton","dont_know"
"wine made from grapes exposed to smoke may taste like an ashtray burning rubber tyres or charred meat nice","dont_know"
"thecool along with your weekend is yours to enjoy irresponsibly heat is on deck so expect a wildfire of","dont_know"
"i dont want to change the subject but certain types of grasshoppers will hatch early and get a boost for","dont_know"
"i cant even believe this is happening what a nightmare","dont_know"
"thanks for addressing this realdonaldtrump","dont_know"
"more flee alberta wildfire nytimes role of el nino global warming henryfountain","dont_know"
"this wildfire is mental","dont_know"
"our fire engines can extinguish the fires in california from here zambia","dont_know"
"is this the future we want demand climateaction votegreen auspol","dont_know"
"breitbartnews california on fire more coal cat hurricanes in a month destroying livelihoods more coal cant breath more coal","dont_know"
"horrible ugh","dont_know"
"like it spreaded like wildfire lmfao lots of people thought i am vert self titled and such but i avoided badly","dont_know"
"oh youre kidding me be safe guys","dont_know"
"so many feels and yet sadness at the same time","dont_know"
"we are from sonoma my sons born in santa rosawe watch heart broken amp now insulted by this man trump please go a","dont_know"
"omg and thats in annaheim","dont_know"
"my heart breaks for these people","dont_know"
"whys california always on fire","dont_know"
"his mass cutting of police and fire department budgets cause under staffing","dont_know"
"hang in there fort mac","dont_know"
"unbelievable looks like a bomb hit trump should consider this when reacting to nkorea the world is at risk","dont_know"
"oh its not the neighbours","dont_know"
"smokey as all get up here in blaine","dont_know"
"n but i just said my interest","dont_know"
"when i see or hear thoughts and prayers my mind goes immediately to the craven duplicity of republicans and the n","dont_know"
"you dont give s fuck liar","dont_know"
"meanwhile realdonaldtrump nnfl nfl nfl","dont_know"
"damn","dont_know"
"powerful fmmfire","dont_know"
"canada oil output slashed due to alberta wildfire","dont_know"
"my brother facetimed me yesterday from his work amp it looked like the apocalypse was happening","dont_know"
"the tycoon first string perquisite wherefore why in passage to pretreat thine base hospital like wildfire i","dont_know"
"we are living in hell","dont_know"
"just got my nose stud changed to a ring at wildfire it hurt quite a bit but its cool thank you jason","dont_know"
"nrn just nuts i saw a satellite image earlier so much smokeit really does look","dont_know"
"so sad","dont_know"
"trump thinks saying nwarmest makes it that he s doing his job correctly","dont_know"
"i mean now that you brought that up it certainly doesnt help","dont_know"
"i guess hes gonna toss us a few water bottles","dont_know"
"so sad","dont_know"
"your sister is at california adventure","dont_know"
"my eyeroll muscles are broken","dont_know"
"truly awful","dont_know"
"it is not the endoftheworld nodo not be alarmedeverything goes as plannedput your gas masks back on now","dont_know"
"today president bonespur climatechangedenier who just said i believe theres weather repealed obama ruling re","dont_know"
"he can keep his stink out of our state","dont_know"
"canada smoke in jax wxgarrett fcnmike gaughansurfing","dont_know"
"realdonaldtrump do your damn job that your cult koolaid drinkers elected you to do and stop the bs","dont_know"
"rainfall in the southwest in winter and spring precursor to what could be a bad wildfire season there more fuel available to dry out","dont_know"
"im just blessed my family is still here f d","dont_know"
"realdonaldtrump psychological pathology of extreme disturbances as evidenced where devestation are opp siezed to","dont_know"
"news via mashable strangers help bride get new dress after hers was lost in massive wildfire","dont_know"
"now its wildfire californiawildfires wats wrong wth usa god have a mercy prayforamerica","dont_know"
"a muslim son of a bus driver of pakistani heritage is now the mayor of london its begun expect sharia law courts to spread like wildfire","dont_know"
"ted i know you care but cant you do better than thoughts and prayers thats what the right wing says about gun n","dont_know"
"false prey a wildfire novella wildfirue saga gt","dont_know"
"business oil up on canada wildfire dollar big weekly loss for brent","dont_know"
"still wrapping my head around the insane heartbreaking scale of ymmfire and the brutal fallout to come","dont_know"
"i was assuming that was what the smell was","dont_know"
"cuz rich white people come before impoverished puerto ricans amirite realdonaldtrump gop","dont_know"
"his mass cutting of police and fire department budgets cause under staffing","dont_know"
"the canadian codeevery citizen is your neighbour","dont_know"
"diversity","dont_know"
"if you have asthmarespiratory conditions be smart about how deeply you breathe air today if you know someone aff","dont_know"
"in case you didnt know another natural disaster is occurring in america extreme weather may need a new title","dont_know"
"so sadmy thoughts and prayers","dont_know"
"from the comfort and convenience of his golf cart or mistresses hotel suite","dont_know"
"well i already panicked but this is better news than the garage fire i was expecting to wake up to","dont_know"
"im near the one down south im so tired of shit being on fire here","dont_know"
"fantastic list of closed tasting rooms hotels etc winecountryfires","dont_know"
"it is big and unfortunately getting bigger","dont_know"
"barely","dont_know"
"thank you gov brown for tirelessly working for california","dont_know"
"trump tweets about nfl","dont_know"
"hey thats like the white lady that said she was black remember warren a","dont_know"
"canada looks so lit rn","dont_know"
"liberal idiots god is raining fire upon california i hope it is obliterated","dont_know"
"well there are a lot of white people in california","dont_know"
"terrible terrible news be safe and evacuate when informed","dont_know"
"i mean watching bbc world news seriously reminds you of kiamat from the canada having wildfire to syria fighting over each other","dont_know"
"many schools and universities in california are cancelling classes jbj","dont_know"
"yes the president should help us we pay federal taxes lots of them im guessing more than your state has not","dont_know"
"toronto shop steps up for fort mcmurray bride whose dress was lost in wildfire via torontostar retailcouncil","dont_know"
"horrible","dont_know"
"his warmest room temperature","dont_know"
"prayers","dont_know"
"harvey irma maria nate and countless wildfires in one season still need more proof of the negative effects o","dont_know"
"why am i crying in the club rn","dont_know"
"my home sratliff fort mcmurray wildfire first clear satellite images show deserted streets burned homes","dont_know"
"canadian inferno foreshadows a warmer planet","dont_know"
"lol above that even bob","dont_know"
"i know it must hurt trump to do anything for california because ya know they didn t vote for him","dont_know"
"before you engage in gossip spreading it like wildfire pause amp reflect if you were the victim how would you feel keep your mouth quiet","dont_know"
"ill be visting to survey the damage soon its going to be lit","dont_know"
"like wildfire day of payment assist kqvg","dont_know"
"guarantee they re still happy as ever this is real relationshipgoals","dont_know"
"hes trying to find a way to blame potus","dont_know"
"thanks to the flood of sign ups i had today ad e cant wait to start the challenge j","dont_know"
"this is so sad prayers goes out to their family and loved ones","dont_know"
"had to be azula","dont_know"
"this is my home province if you can help please do redcrosscanada prayforfortmcmurray fortmacfire fortmacstrong","dont_know"
"if you have kids in grades check out the following information ymm","dont_know"
"i cant believe that wildfire really happened","dont_know"
"what is he going to do throw some toilet paper out to people","dont_know"
"now you want me but what if your hearts a liar cause if you change your mind again ill burn like a wildfire n ltlt all the feels mtrench","dont_know"
"i can only imagine how their lives are turned upside down from this f cdnadnd","dont_know"
"i was just thinking about him yesterday thats fantastic news","dont_know"
"why the greatest fear in a fire is smoke via theage","dont_know"
"my heart is breaking for home stay strong norcal","dont_know"
"rumors travel like wildfire at uhart","dont_know"
"incredible stannzmann","dont_know"
"earthquakes wildfires yosemite north korea","dont_know"
"i really feel like this was more than just a wildfire","dont_know"
"bbcnews pm bill mikan santa rosa resident chief ken pimlott california fire director","dont_know"
"fire truck parked in santa ysabel california off highway firetruck","dont_know"
"look at how unusually warm it is in canada and other parts of arctic fortmacfire climate","dont_know"
"vaughnhillyard the actual disaster here is vp","dont_know"
"wonder if uk government has offered any aid to canada","dont_know"
"my heart breaks for my home state right now","dont_know"
"let me guess cnn its trump faults","dont_know"
"so erm abg sblom news spread like wildfire pls ask before u judge dont talk as tho u knw everytin","dont_know"
"being at a nearby golf course doesn t count","dont_know"
"lindseygrahamsc u know it is fking bad enough that u republicans are the clown princes of lying but lying about","dont_know"
"is he gonna throw water bottles at us","dont_know"
"please retweet jonesactpuertoricorepeal puertorico puertoricocrisis jonesact jonesactrepeal","dont_know"
"times like these i wish my aunt was on twitter shed totally get this","dont_know"
"im never going to see phil again","dont_know"
"the sky is really orange right now haha","dont_know"
"htc wildfire s cdma for tata cdma preowned mobile rs only buy now","dont_know"
"so devastating","dont_know"
"nso let it be writtenso let it be done rameses clinton factsampscienceareinconvenient","dont_know"
"goodnight betterplacedeutschlmusicallyapp wildfire betterplace music musicvideo musical followme bestoft","dont_know"
"will we be told were screwing up the budget too","dont_know"
"be safe california lt digitaleu bonohyeri","dont_know"
"save the shwayze express","dont_know"
"what about puerto rico surely you weren t there for them","dont_know"
"fuck out the napa fire mentions then stupid ass bitch aint nobody asking for your cents","dont_know"
"so close to my hometown d stay safe my peeps","dont_know"
"my heart is breaking for my beloved northern california","dont_know"
"just like wildfire a","dont_know"
"says it so well fortmac","dont_know"
"classless trump insults california by sending warm respects during wildfire","dont_know"
"its ok california realdonaldtrump is coming to throw more paper towels and take pictures he sure is so helpful","dont_know"
"this is where i live scary forestfires bc","dont_know"
"set me free like a wildfire a n","dont_know"
"correctedupdate bp notifies customers of force majeure on canadian crude amid wildfire sources reuters","dont_know"
"the world is ending i m sick","dont_know"
"keep donating","dont_know"
"fuck","dont_know"
"okay so what must he do","dont_know"
"youtube wildfire update may at am youtube premier notley will update media on the status of the fire in","dont_know"
"nd not the wineeeeee","dont_know"
"owners of irish pub flee bar as wildfire sweeps canadian city","dont_know"
"weatherchannel gop nya nywhite nya ny this is the end of american lives turn to ashes where the fuck is","dont_know"
"brilliantmuch loveymmfire","dont_know"
"ban fire","dont_know"
"goldengateblond yet another article features a tweet from you the first tweet in the article is yours","dont_know"
"but i heard california wanted to secede really badly nows the time gov moonbeam","dont_know"
"with any luck he ll catch fire","dont_know"
"by norton identity safe","dont_know"
"please help my family like and share","dont_know"
"you ahould be out there hand delivering water and food fuck this guy n","dont_know"
"crazy pictures from disneyland","dont_know"
"yep climate change still isnt and will never be real","dont_know"
"i m sure the pittsburgh penguins appreciate being lumped into this","dont_know"
"check out this article from weatherchannel","dont_know"
"call bank america impeach the moron jamphones createacrisis forcecongress impeachtrump resist","dont_know"
"just close your eyes sweetie jim dont hurt jacqui episode wildfire","dont_know"
"this is really sad","dont_know"
"science suomi npp satellite continues to monitor albertas huge wildfire ciencia tech","dont_know"
"pm californias on fire by danny schmidt","dont_know"
"im from california potus screw jerrybrowngov","dont_know"
"in case you didnt know another natural disaster is occurring in america extreme weather may need a new title","dont_know"
"profound thoughtkinda like the dam","dont_know"
"seafret wildfire official video via youtube","dont_know"
"couple killed in california wildfire wed years emm","dont_know"
"will wildfire x exchange","dont_know"
"im starting a givalanche of good help me get it rolling","dont_know"
"so why was the deal taking even more water away from that area via tunnels to give to la signed yesterday la sola","dont_know"
"i hope these kids got enough sense not to tell anybody what they want to pledge literally shit on campus spread like wildfire","dont_know"
"science of wildfire burning down a forest one computer model at a time","dont_know"
"check out this article from weatherchannel","dont_know"
"reminds me of the pictures of yukon gold rush as thousands travel to their destination","dont_know"
"prayers to my canadian friends dealing with this f f","dont_know"
"a little late for the dont panic part leah literally thought the zombie apocalypse was happening a a","dont_know"
"yall gone ignore mm","dont_know"
"look at california with the hiv and the weed and all the sudden wildfires engulf the state and tell me there is no god","dont_know"
"maybe our futures so bright it fucking burns like a wildfire","dont_know"
"i was just in southern california last week","dont_know"
"thank you","dont_know"
"horizonless takief suenigma chariotsofgold i remind libtard they initiated the hate on hurricane harvey victi","dont_know"
"hold on ol girl d","dont_know"
"sending love to california","dont_know"
"coming to the realization that while fleeing in the fort am wildfire all i took was a few lulus safe comfy and gratefuldnadnd lululemon","dont_know"
"fall unetaneh tokef just got super real","dont_know"
"ayo i just moved here let s not do this just yet","dont_know"
"my heart goes out to all that are affected","dont_know"
"im thinking of you n n this is so huge and so devastating wildfire","dont_know"
"americans shd stop looking at these ordinarilysomething has got wrong in a spirit realmand no one will spell you","dont_know"
"hes probably going to come amp toss water bottles at people","dont_know"
"abc hey realdonaldtrump rogergoodell care to think about real concerns in this country rather than divisive ones california wildfires","dont_know"
"this is heartbreaking","dont_know"
"oh my our precious planet hands wringing what to do all that hard sacrificial carbon counting up in smoke","dont_know"
"you qualify for welfare in fort mcmurray if you make kyr or less keep that in perspective when reading","dont_know"
"fuck out the napa fire mentions then stupid ass bitch aint nobody asking for your cents","dont_know"
"read this thread if you want to witness real life retarded","dont_know"
"our people go in that row over there we dont burn them we bury them glenn episode wildfire","dont_know"
"i stand corrected","dont_know"
"if we caregivers had our way in nv we would be one the front with mental health relief and helping domestic animals","dont_know"
"vote yes if it raises a significant amount i ll let my brother egg me while blasting mic drop","dont_know"
"california doesnt deserve to be on fire we didn t vote for trump","dont_know"
"nooo not didney worl","dont_know"
